part_number,quantity,guide_price
8547-834,10,2.278
NSA55132-104,5,10.064
55132-104,5,10.064
2600-4,5,10.064
22201BC060017L,10,1.5725
22138BC060017L,10,1.5725
L22201-60-17BCL,10,1.5725
22201BC060021L,10,1.6745
L22201-60-21BCL,10,1.6745
22201BC060020L,10,6.6045
L22201-60-20BCL,10,6.6045
NSA937915-20,1,46.546
937915-20,1,46.546
110720061,1,46.546
RA7806,1,172.6435
ASNA0033-016,5,3.621
55220-010-016,5,3.621
ST406M53P132,5,3.621
MS27980-7N,5,4.6155
ASNA0082-205,2,10.149
2111-0505,2,10.149
21110505,2,10.149
54207-164-05-1L,2,10.149
8500-276,10,4.08
32040,10,4.08
MS28778-8,5,2.4055
NSA55132-114,10,8.8995
55132-114,10,8.8995
2600-14,10,8.8995
MS21083N3,50,0.34
993503-505,1,13.226
ASNA0082-202,10,9.1885
21110502,10,9.1885
2411-0502,10,9.1885
54207-164-02-1L,10,9.1885
8500-277,50,2.533
K413-0234,50,2.533
22126BC060020L,10,5.2955
NSA55134-202,5,8.381
55134-202,5,8.381
212-12A,5,8.381
NSA55134-001,1,32.453
55134-001,1,32.453
212-12SD,1,32.453
A0164TK040S010X,10,3.808
A0164TK040010X,10,3.808
ASNA0164TK040010X,10,3.808
MS33737-13C,10,1.088
NAS487-17,10,1.088
1615DU,5,23.698
MB16-15DU,5,23.698
MB1615DU,5,23.698
23350AC050LE,20,1.3345
L23350-50ACL,20,1.3345
ASNA0032H036,1,6.4005
55216H024-036,1,6.4005
NAS1149FN616P,100,0.1785
AN960-6L,100,0.1785
AN9606L,100,0.1785
NSA936501TA2004,10,1.6405
936501-TA2004,10,1.6405
152657,10,1.6405
6PBS8,100,0.1275
1515DU,5,23.613
MB1315SC,5,23.613
MB15-15DU,5,23.613
MB1515DU,5,23.613
53105-50AEL,100,0.476
95110-250,5,6.4855
NSA936501TA2205,20,1.36
936501-TA2205,20,1.36
152646,20,1.36
NSA938421-03,5,1.6405
8630-04,5,1.6405
AN3H15A,10,12.393
ASNA0032-097,2,12.5885
55216-077-097,2,12.5885
FLEXINOX4,2,12.5885
55216-77-97,2,12.5885
117-804181,1,1013.2935
AN316-6L,10,2.091
DC20963,1,15.3935
MS28775-217,10,3.2215
AN6227B22,10,3.2215
AN6227B22.,10,3.2215
MS28775-112,1,2.397
AN6227B10,1,2.397
AN6227B10.,1,2.397
MS3106E10SL-3S,1,97.6905
AN3106E10SL3S,1,97.6905
MS3106E10SL3S,1,97.6905
MS3126F8-33S,1,100.7335
MS3126F8-33SN,1,100.7335
MS28775-012,20,4.1055
9-25X1-78-20B8,20,4.1055
MS28775-212,10,3.3235
AN6227B17,10,3.3235
AN6227B17.,10,3.3235
322128,10,3.502
8-41-42-810,1,409.9125
8-41-24-850,1,402.9
8630-74,2,5.95
MS28775-009,1,2.9665
179289,1,2.9665
MS28775-024,10,2.516
PM21230-2,1,2019.838
A218-100957-00,1,2019.838
A218-101126-00,1,2019.838
EN2495-03AM,1,29.631
EN2495-03A,1,29.631
EN249503A,1,29.631
84402-003,1,29.631
84402003,1,29.631
WS125,50,0.561
RS125,50,0.561
RS 125,50,0.561
MS28775-126,20,2.5585
SL210M4-1,10,3.655
EF2005M4-1,10,3.655
SL210-04-1,10,3.655
D20419-16,10,3.3405
122357-125,2,100.6995
2600-16,1,12.036
NSA55132-116,1,12.036
1126000-16,1,12.036
MBBN3075-2403D,10,4.505
CCR264CS3-3,10,4.505
E0607-02,20,1.513
DHS515-101-35,20,1.513
704A67042026,20,1.513
NSA55134-104,10,3.0515
55134-102,10,3.0515
NSA55134-102,10,3.0515
26R6-1BB,10,3.0515
NSA55136-001,10,15.266
55136-001,10,15.266
2600E2S,10,15.266
NSA55133-103,5,11.9085
55133-103,5,11.9085
2600-3W,5,11.9085
ASNA0033H045,10,4.879
FX-8MH-25-45-V6TH7,10,4.879
55220H025-045,10,4.879
A0033H045,10,4.879
ASNA0033H036,2,4.8365
55220H024-036,2,4.8365
EN2495-05AM,1,31.1865
84402-005,1,31.1865
EN2495-10AM,1,44.9905
84402-010,1,44.9905
84402010,1,44.9905
23111CA050,20,0.3995
L23111-50CA,20,0.3995
3029-194,20,0.3995
EN2997S60803BN,1,88.4595
E0374SX2008,10,4.743
205116-1,10,4.743
EN3155-018M2018,100,0.833
6490B0020,100,0.833
DHS716-921-20,100,0.833
NSA938151PA2000,100,0.833
EN3155018M2018,100,0.833
0641-10-2059B,100,0.833
6490B00-20,100,0.833
20404,1,67.66
7-079-03-1704,1,67.66
EN2495-02AM,1,31.348
84402-002,1,31.348
EN2495-7A5M,1,29.631
84402-007,1,29.631
NSA936507TG1005,10,5.066
DHS711-717-50,10,5.066
133019-2,10,5.066
E0080-01-12C,1,54.553
6150RDS12,1,54.553
E0080-01-14C,1,21.913
6150RDS14,1,21.913
8522-30-14B,1,21.913
EN3155-018M2020,20,0.8415
M39029-4-20-20,20,0.8415
M39029/4-110,20,0.8415
8526-1348,20,0.8415
EN3155018M2020,20,0.8415
EN2997S61212BN,1,115.396
8533-3KS1212SNL,1,115.396
E0737B0816,100,0.6715
DHS711-893-20,100,0.6715
DHS711-893.20,100,0.6715
TC-CAPS-4001-9-CS-,100,0.6715
MS29513-016,1,3.2215
MS29513-16,1,3.2215
MS28775-113,5,2.907
8546-834,5,2.907
EN2495-01AM,1,36.6265
84402-001,1,36.6265
EN2495-20AM,1,44.9905
84402-020,1,44.9905
ASNA0079-407A,20,1.921
54212-407DCA,20,1.921
4807-0407,20,1.921
ASNA0080-407A,100,0.68
54213-407DCA,100,0.68
4801-0407,100,0.68
ASNA0080-409A,100,0.731
4801-0409,100,0.731
54213-409DCA,100,0.731
A0019-0961M,1,107.27
A3917-200,1,107.27
ASNA3917-200,1,107.27
ASNA0019-0961M,1,107.27
A0019-0965M,2,110.4745
ASNA0019-0965M,2,110.4745
DA55-80-20,100,0.153
DHS139-4CPVNOIR,1,13.039
11401,1,13.039
DHS433-141.05,10,3.417
DHS433-141-05,10,3.417
5PA106,10,3.417
DHS433-141.06,10,3.9015
DHS433-141-06,10,3.9015
6PA106,10,3.9015
DHS433-151.04,10,3.162
DHS433-151-04,10,3.162
3016733,10,3.162
4PA108,10,3.162
4PA108NYLSTOP,10,3.162
DHS613-595.05,20,1.462
DHS613-595-05,20,1.462
R13310,20,1.462
DHS613-595.08,10,2.108
R13314,10,2.108
DHS613-595-08,10,2.108
84426-140,10,2.108
DHS711-713.60,20,1.4875
DHS711-713-60,20,1.4875
DHS711-714-60,20,1.173
DHS711-714.60,20,1.173
DHS711-716.50,10,5.0405
DHS711-716-50,10,5.0405
DHS713-112.02,1,31.8325
DHS713-112-02,1,31.8325
1105-20-02,1,31.8325
208-2B-02M,1,31.8325
2411-022-17006,1,31.8325
DHS713-112.08,1,35.0795
DHS713-112-08,1,35.0795
1105-20-08,1,35.0795
DHS713-112.11,1,34.9775
DHS713-112-11,1,34.9775
FMJ10E20-11T,1,34.9775
FMJ10E2011K,1,34.9775
FMJ 10E 20-11 G,1,34.9775
DHS713-191.02,2,15.8185
DHS713-191-02,2,15.8185
1103-20,2,15.8185
DHS751-111.06,50,1.4025
DHS751-111-06,50,1.4025
DHS795-254.00,1,25.2365
DHS795-254-00,1,25.2365
R143018,1,25.2365
R143018000,1,25.2365
DHS812-252.00,1,21.9215
DHS812-252-00,1,21.9215
E0043-3C0,20,1.241
T120RA3WNOIR,20,1.241
E0606-01,100,0.544
E0607-01,10,1.8955
DHS515-101-50,10,1.8955
HM10DGA100G,10,5.3805
L22811-1,10,7.004
22811-1,10,7.004
9200001,10,7.004
MS35206-234,100,0.2635
NAS603-8,50,0.4335
NU503-1,100,0.3825
1903367001,100,0.3825
190336701,100,0.3825
1N3942,5,19.4735
F102,5,19.4735
1N5618,10,17.5355
YE-A0004E,10,17.5355
120VC01,1,82.3565
130852-1,1,59.84
15X6-2X0-7,20,1.5215
TF15X6-2X0-7,20,1.5215
"15X6,2X0,7",20,1.5215
"2,5PA108",10,2.9155
2-5PA108,10,2.9155
25PA108,10,2.9155
200333-1,10,5.032
201568-1,10,4.692
21215AD3215LE,100,0.6205
L21215-32-15ADL,100,0.6205
21215DC2406J,100,0.204
L21215-24-6DCJ,100,0.204
21215DC2407J,200,0.0765
L21215-24-7DCJ,200,0.0765
21215DC2408J,100,0.2125
L21215-24-8DCJ,100,0.2125
21215DC3205J,100,0.068
L21215-32-5DCJ,100,0.068
21215DC3206J,100,0.221
L21215-32-6DCJ,100,0.221
21215DC3208J,100,0.2295
L21215-32-8DCJ,100,0.2295
21215DC3209J,50,0.2465
L21215-32-9DCJ,50,0.2465
21215DC3210J,100,0.2635
L21215-32-10DCJ,100,0.2635
21215DC3215J,100,0.3145
L21215-32-15DCJ,100,0.3145
21215DC4015J,100,0.374
L21215-40-15DCJ,100,0.374
21215TB2412,10,1.547
L21215-24-12TB,10,1.547
21215TB3206,100,1.0115
L21215-32-6TB,100,1.0115
21215TB3208,100,1.139
L21215-32-8TB,100,1.139
21215TB3207,100,1.071
L21215-32-7TB,100,1.071
21215TB3209,100,1.19
L21215-32-9TB,100,1.19
21215TB3212,100,1.377
L21215-32-12TB,100,1.377
21217DB2406,100,0.119
L21217-24-6DB,100,0.119
21217DC2404J,200,0.1445
L21217-24-4DCJ,200,0.1445
21217DC2405J,200,0.1445
L21217-24-5DCJ,200,0.1445
21217DC2406J,100,0.153
21217DC024006J,100,0.153
L21217-24-6DCJ,100,0.153
21217DC2407J,100,0.1785
L21217-24-7DCJ,100,0.1785
21217DC2408J,100,0.1785
21217DC24-08J,100,0.1785
L21217-24-8DCJ,100,0.1785
21217DC2412J,100,0.1955
L21217-24-12DCJ,100,0.1955
21217DC2409J,100,0.1785
L21217-24-9DCJ,100,0.1785
21217DC2410J,100,0.187
L21217-24-10DCJ,100,0.187
21217DC2414J,100,0.187
L21217-24-14DCJ,100,0.187
21217DC3208J,100,0.1955
L21217-32-8DCJ,100,0.1955
21217DC3210J,100,0.2125
L21217-32-10DCJ,100,0.2125
21217DC3212J,100,0.2295
L21217-32-12DCJ,100,0.2295
21217DC3215J,100,0.2635
L21217-32-15DCJ,100,0.2635
21217DC3228J,100,0.391
21217TB3208,100,0.952
L21217-32-8TB,100,0.952
21217TB3210,100,1.071
L21217-32-10TB,100,1.071
22125BC030010L,50,1.394
L22125-30-10BCL,50,1.394
22125BC040012L,50,1.9295
L22125-40-12BCL,50,1.9295
22125BC040014L,10,2.5415
L22125-40-14BCL,10,2.5415
22125BC040016L,10,5.3975
L22125-40-16BCL,10,5.3975
22125BC040018L,25,4.403
L22125-40-18BCL,25,4.403
22125BC040020L,10,5.3465
L22125-40-20BCL,10,5.3465
22125BC040024L,10,1.428
L22125-40-24BCL,10,1.428
22125BC040022L,20,5.0065
L22125-40-22BCL,20,5.0065
22125BC040056L,10,4.267
22125BC050010L,10,2.448
22125BC050012L,10,2.7285
9801051214,10,2.7285
22125BC050014L,20,2.7965
22125BC050018L,50,2.295
22125BC050020L,10,5.4315
22125BC050022L,10,5.5165
22125BC050024L,10,5.899
22125BC050026L,10,4.794
22125BC050028L,10,5.8055
22125BC050030L,10,4.097
9801053014,10,4.097
22125BC050032L,5,7.5225
22125BC050036L,10,6.4345
9801053614,10,6.4345
22125BC050038L,20,5.916
22125BC060010L,10,3.06
22125BC060012L,10,3.1875
22125BC060014L,10,3.332
22125BC060018L,10,3.6805
22125BC060026L,10,6.4345
22125BC060032L,10,6.7575
22125BC080032L,10,7.6415
22126BC050014L,20,3.0005
22126BC050012L,10,2.8305
9802051214,10,2.8305
22126BC050020L,10,7.8625
22126BC050024L,10,8.109
22129BC080022L,5,2.839
L22129-80-22BCL,5,2.839
22129BC060024L,10,12.988
L22129-60-24BCL,10,12.988
22129BC080030L,10,15.317
L22129-80-30BCL,10,15.317
22129BC080068L,10,19.482
L22129-80-68BCL,10,19.482
22201BC050003L,10,5.389
L22201-50-3BCL,10,5.389
22201BC050004L,20,4.8535
L22201-50-4BCL,20,4.8535
22201BC050005L,10,5.423
L22201-50-5BCL,10,5.423
22201BC050006L,10,5.491
L22201-50-6BCL,10,5.491
22201BC050007L,10,5.5165
L22201-50-7BCL,10,5.5165
22201BC050008L,10,5.5845
L22201-50-8BCL,10,5.5845
22201BC050009L,20,5.049
L22201-50-9BCL,20,5.049
22201BC050010L,10,5.661
L22201-50-10BCL,10,5.661
22201BC050011L,10,5.695
L22201-50-11BCL,10,5.695
22201BC050012L,10,5.7545
L22201-50-12BCL,10,5.7545
22201BC050013L,10,5.797
L22201-50-13BCL,10,5.797
22201BC050016L,10,5.95
L22201-50-16BCL,10,5.95
22201BC050015L,20,5.2955
L22201-50-15BCL,20,5.2955
22201BC050018L,10,6.0775
L22201-50-18BCL,10,6.0775
22201BC050019L,10,6.12
L22201-50-19BCL,10,6.12
22201BC050020L,10,6.018
L22201-50-20BCL,10,6.018
22201BC050022L,20,5.6015
22201BC050024L,10,6.29
L22201-50-24BCL,10,6.29
22201BC050028L,10,6.5025
22201BC050030L,10,6.5875
L22201-50-30BCL,10,6.5875
22201BC050032L,10,6.8425
L22201-50-32BCL,10,6.8425
22201BC050036L,10,6.8765
L22201-50-36BCL,10,6.8765
22201BC050052L,10,7.0295
L22201-50-52BCL,10,7.0295
22201BC050054L,1,11.05
L22201-50-54BCL,1,11.05
22201BC050056L,5,11.1265
L22201-50-56BCL,5,11.1265
22201BC060004L,20,5.185
L22201-60-4BCL,20,5.185
22201BC060006L,10,5.746
L22201-60-6BCL,10,5.746
22201BC060005L,10,5.8735
L22201-60-5BCL,10,5.8735
22201BC060007L,5,7.1315
L22201-60-7BCL,5,7.1315
22201BC060008L,20,5.355
L22201-60-8BCLE,20,5.355
L22201-60-8BCL,20,5.355
22201BC060009L,10,5.9245
L22138BC060BCL,10,5.9245
L22201-60-9BCL,10,5.9245
22201BC060010L,10,6.086
L22201-60-10BCL,10,6.086
22201BC060011L,10,6.1285
L22201-60-11BCL,10,6.1285
22201BC060013L,10,6.239
L22201-60-13BCL,10,6.239
22201BC060014L,10,6.12
L22201-60-14BCL,10,6.12
22201BC060018L,10,6.3665
L22201-60-18BCL,10,6.3665
22201BC060022L,10,6.7915
22201BC060029L,10,7.157
L22201-60-29BCL,10,7.157
22201BC060036L,10,7.276
L22201-60-36BCL,10,7.276
22201BC060038L,10,7.072
L22201-60-38BCL,10,7.072
22201BC060048L,10,7.4545
L22201-60-48BCL,10,7.4545
22201BC060050L,10,7.5395
L22201-60-50BCL,10,7.5395
22201BC060060L,10,7.973
L22201-60-60BCL,10,7.973
22201BC060068L,1,18.479
L22201-60-68BCL,1,18.479
22201BC080005L,10,6.341
L22201-80-5BCL,10,6.341
22201BC080008L,2,8.9505
L22201-80-8BCL,2,8.9505
22201BC080009L,10,6.7745
L22201-80-9BCL,10,6.7745
22201BC080014L,10,6.8935
L22201-80-14BCL,10,6.8935
22201BC080013L,10,7.072
L22201-80-13BCL,10,7.072
22201BC080016L,10,7.1145
L22201-80-16BCL,10,7.1145
22201BC080020L,10,7.565
L22201-80-20BCL,10,7.565
22201BC080058L,10,8.8655
L22201-80-58BCL,10,8.8655
22201BC120102L,1,22.814
L22201-120-102BCL,1,22.814
22201BC120080L,1,20.3575
L22201-120-80BCL,1,20.3575
22201BE060012L,10,6.205
L22201-60-12BEL,10,6.205
22201BE080009L,10,6.7405
L22201-80-9BEL,10,6.7405
22201BE080016L,10,7.055
22201BE080018L,10,7.429
L22201-80-18BEL,10,7.429
22201BE080020L,10,7.565
22202BC050003L,10,8.7975
L22202-50-3BCL,10,8.7975
22202BC050004L,10,0.765
22202BC060030L,5,5.083
22208BC030008L,20,1.6915
L22208-30-8BCL,20,1.6915
22208BC030010L,10,1.8955
L22208-30-10BCL,10,1.8955
22208BC040008L,10,2.057
22208BC040010L,10,1.377
2220BC040010L,10,1.377
L22208-40-10BCL,10,1.377
22208BC040010T,1,7.6755
L22208-40-10BCT,1,7.6755
22208BC040014L,20,2.346
L22208-40-14BCL,20,2.346
22208BC040016L,10,2.499
L22208-40-16BCL,10,2.499
22208BC040018L,10,2.618
22208BC040012L,50,1.4705
L22208-40-12BCL,50,1.4705
22208BC040020L,10,0.9775
L22208-40-20BCL,10,0.9775
22208BC050008L,10,0.8415
L22208-50-8BCL,10,0.8415
22208BC050010L,20,2.142
L22208-50-10BCL,20,2.142
22208BC050012T,10,2.142
L22208-50-12BCT,10,2.142
22208BC050014L,50,1.836
22140BC050014L,50,1.836
L22208-50-14BCL,50,1.836
22208BC050018L,10,2.8815
L22208-50-18BCL,10,2.8815
22208BC050016L,50,2.04
L22208-50-16BCL,50,2.04
22208BC050020L,50,2.1675
L22208-50-20BCL,50,2.1675
22208BC050022L,50,2.3035
L22208-50-22BCL,50,2.3035
22208BC050026L,20,3.1875
L22208-50-26BCL,20,3.1875
22208BC050030L,10,3.723
L22208-50-30BCL,10,3.723
22208BC060012L,20,2.669
L22208-60-12BCL,20,2.669
22208BC060010L,10,2.6775
951176,10,2.6775
L22208-60-10BCL,10,2.6775
22208BC060014L,20,2.8645
L22208-60-14BCL,20,2.8645
22208BC060016L,20,3.0005
L22208-60-16BCL,20,3.0005
22208BC060018L,20,3.162
L22208-60-18BCL,20,3.162
22208BC060020L,10,3.5445
L22208-60-20BCL,10,3.5445
22208BC080016L,10,4.386
L22208-80-16BCL,10,4.386
22208BC060030L,10,4.318
L22208-60-30BCL,10,4.318
22208BC080014L,10,4.2075
22208BC080020L,10,1.853
22208BC080036L,5,5.2445
22208CM060014,10,4.7685
22209BC040010L,10,2.55
22209BC050008L,20,2.1505
L22209-50-8BCL,20,2.1505
22209BC050010L,10,2.788
L22209-50-10BCL,10,2.788
22209BC050012L,20,2.788
L22209-50-12BCL,20,2.788
22209BC050014L,10,3.1365
L22209-50-14BCL,10,3.1365
22209BC050016L,20,3.1365
L22209-50-16BCL,20,3.1365
22209BC060012L,10,3.468
L22209-60-12BCL,10,3.468
22209BC060010L,10,3.1875
L22209-60-10BCL,10,3.1875
22220BC040012L,10,5.0575
L22220-40-12BCL,10,5.0575
1606-122,10,5.0575
22251BC030012L,20,1.921
L22251-30-12BCL,20,1.921
22251BC040014L,10,2.584
L22251-40-14BCL,10,2.584
22251BC040020L,20,2.635
22251BC040016L,20,2.3545
L22251-40-16BCL,20,2.3545
22251BC040022L,10,3.179
L22251-40-22BCL,10,3.179
22251BC040024L,10,3.196
L22251-40-24BCL,10,3.196
22251BC040030L,10,3.893
L22251-40-30BCL,10,3.893
22251BC050016L,10,3.1705
L22251-50-16BCL,10,3.1705
22251BC050026L,10,4.1905
22251BC050024L,10,3.995
22251BC050022L,10,3.7825
22252BC050004L,10,2.9835
L22252-50-4BCL,10,2.9835
22252BC050005L,10,3.009
L22252-50-5BCL,10,3.009
22252BC050006L,10,3.0855
22252BC050010L,10,3.5275
22258BC050010L,10,3.5275
L22252-50-10BCL,10,3.5275
22252BC050009L,10,3.3915
L22252-50-9BCL,10,3.3915
22252BC050007L,10,3.2555
L22252-50-7BCL,10,3.2555
22252BC050013L,10,3.5785
L22252-50-13BCL,10,3.5785
22252BC050015L,10,4.0715
L22252-50-15BCL,10,4.0715
22252BC050016L,10,4.1055
L22252-50-16BCL,10,4.1055
22252BC050018L,10,4.301
L22252-50-18BCL,10,4.301
22252BC050019L,10,4.471
L22252-50-19BCL,10,4.471
22252BC050020L,20,3.927
L22252-50-20BCL,20,3.927
22252BC060012L,10,4.522
L22252-60-12BCL,10,4.522
22252BC060032L,5,8.976
L22252-60-32BCL,5,8.976
22256BC030010L,50,1.751
L22256-30-10BCL,50,1.751
22256BC030014L,10,2.9495
22256BC030012L,50,0.612
L22256-30-12BCL,50,0.612
22256BC040006L,10,0.544
22256BC040008L,10,2.0315
9840040814,10,2.0315
L22256-40-8BCL,10,2.0315
22256BC040010L,20,2.2355
L22256-40-10BCL,20,2.2355
22256BC040012L,20,2.346
9840041214,20,2.346
L22256-40-12BCL,20,2.346
22256BC040014L,50,1.5725
L22256-40-14BCL,50,1.5725
22256BC040016L,10,2.737
L22256-40-16BCL,10,2.737
22256BC040018L,10,3.1025
L22256-40-18BCL,10,3.1025
22256BC040020L,10,3.2725
L22256-40-20BCL,10,3.2725
22256BC040026L,10,3.5105
L22256-40-26BCL,10,3.5105
22256BC040028L,10,3.6805
22256BC050012L,10,3.0175
9840051214,10,3.0175
L22256-50-12BCL,10,3.0175
22256BC050008L,20,2.7115
L22256-50-8BCL,20,2.7115
22256BC050014L,20,3.009
L22256-50-14BCL,20,3.009
22256BC050016L,50,3.23
L22256-50-16BCL,50,3.23
22256BC050020L,50,3.5955
L22256-50-20BCL,50,3.5955
22256BC050022L,20,3.7825
22256BC060014L,10,3.383
L22256-60-14BCL,10,3.383
22256CM050012,10,4.709
22271BC030010L,10,1.5045
L22271-30-10BCL,10,1.5045
22271BC030012L,10,1.598
L22271-30-12BCL,10,1.598
22271BC030014L,10,1.6235
L22271-30-14BCL,10,1.6235
22271BC040012L,10,1.7425
L22271-40-12BCL,10,1.7425
22271BC040014L,20,1.53
L22271-40-14BCL,20,1.53
22271BC040016L,20,1.581
L22271-40-16BCL,20,1.581
22271BC040026L,10,2.465
L22271-40-26BCL,10,2.465
22271BC040018L,20,1.666
L22271-40-18BCL,20,1.666
22271BC040028L,10,2.584
L22271-40-28BCL,10,2.584
22271BC040030L,10,2.686
L22271-40-30BCL,10,2.686
